Starting training:
  Algorithm       : ppo
  Environments    : 4
  Reward mode     : combined
  Observation     : C03
  Seed            : 42
  Timesteps       : 1000000

=== System Info ===
Hostname              : haicn1701.localdomain
CUDA_VISIBLE_DEVICES : MIG-0df3d462-ff11-590c-9da2-755e443d81a7

=== GPU Info (nvidia-smi) ===
Sun Jun  8 04:22:35 2025       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 570.133.20             Driver Version: 570.133.20     CUDA Version: 12.8     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA A100-SXM4-40GB          On  |   00000000:CA:00.0 Off |                   On |
| N/A   41C    P0             46W /  400W |     249MiB /  40960MiB |     N/A      Default |
|                                         |                        |              Enabled |
+-----------------------------------------+------------------------+----------------------+

+-----------------------------------------------------------------------------------------+
| MIG devices:                                                                            |
+------------------+----------------------------------+-----------+-----------------------+
| GPU  GI  CI  MIG |                     Memory-Usage |        Vol|        Shared         |
|      ID  ID  Dev |                       BAR1-Usage | SM     Unc| CE ENC  DEC  OFA  JPG |
|                  |                                  |        ECC|                       |
|==================+==================================+===========+=======================|
|  0    2   0   0  |             142MiB / 20096MiB    | 56      0 |  4   0    2    0    0 |
|                  |                 0MiB / 32767MiB  |           |                       |
+------------------+----------------------------------+-----------+-----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+

=== PyTorch CUDA Info ===
CUDA available        : True
Device name (ID 0)    : NVIDIA A100-SXM4-40GB MIG 4g.20gb
CUDA version (torch)  : 12.4
CUDNN version         : 90501
Using cuda device
---------------------------------
| rollout/           |          |
|    value_loss           | 3.89        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 30.5        |
| time/                   |             |
|    fps                  | 66          |
|    iterations           | 8           |
|    time_elapsed         | 138         |
|    total_timesteps      | 9216        |
| train/                  |             |
|    approx_kl            | 0.015759187 |
|    clip_fraction        | 0.0958      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.25       |
|    explained_variance   | 0.412       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.17        |
|    n_updates            | 70          |
|    policy_gradient_loss | -0.00642    |
|    std                  | 0.832       |
|    value_loss           | 2.82        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 36          |
| time/                   |             |
|    fps                  | 66          |
|    iterations           | 9           |
|    time_elapsed         | 155         |
|    total_timesteps      | 10368       |
| train/                  |             |
|    approx_kl            | 0.009998354 |
|    clip_fraction        | 0.138       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.22       |
|    explained_variance   | 0.475       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.04        |
|    n_updates            | 80          |
|    policy_gradient_loss | -0.00503    |
|    std                  | 0.814       |
|    value_loss           | 3.98        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 41.3        |
| time/                   |             |
|    fps                  | 66          |
|    iterations           | 10          |
|    time_elapsed         | 172         |
|    total_timesteps      | 11520       |
| train/                  |             |
|    approx_kl            | 0.009289539 |
|    clip_fraction        | 0.0645      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.2        |
|    explained_variance   | 0.618       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.28        |
|    n_updates            | 90          |
|    policy_gradient_loss | -0.00485    |
|    std                  | 0.793       |
|    value_loss           | 3.52        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 288          |
|    ep_rew_mean          | 45.2         |
| time/                   |              |
|    fps                  | 66           |
|    iterations           | 11           |
|    time_elapsed         | 189          |
|    total_timesteps      | 12672        |
| train/                  |              |
|    approx_kl            | 0.0033275897 |
|    clip_fraction        | 0.0701       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.18        |
|    explained_variance   | 0.759        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.69         |
|    n_updates            | 100          |
|    policy_gradient_loss | -0.00672     |
|    std                  | 0.784        |
|    value_loss           | 3.74         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 48.4        |
| time/                   |             |
|    fps                  | 66          |
|    iterations           | 12          |
|    time_elapsed         | 207         |
|    total_timesteps      | 13824       |
| train/                  |             |
|    approx_kl            | 0.007339582 |
|    clip_fraction        | 0.105       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.17       |
|    explained_variance   | 0.831       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.542       |
|    n_updates            | 110         |
|    policy_gradient_loss | -0.0109     |
|    std                  | 0.775       |
|    value_loss           | 2.68        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 288          |
|    ep_rew_mean          | 51.5         |
| time/                   |              |
|    fps                  | 66           |
|    iterations           | 13           |
|    time_elapsed         | 224          |
|    total_timesteps      | 14976        |
| train/                  |              |
|    approx_kl            | 0.0032311631 |
|    clip_fraction        | 0.0966       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.15        |
|    explained_variance   | 0.893        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.425        |
|    n_updates            | 120          |
|    policy_gradient_loss | -0.000406    |
|    std                  | 0.759        |
|    value_loss           | 2            |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 288          |
|    ep_rew_mean          | 53.8         |
| time/                   |              |
|    fps                  | 66           |
|    iterations           | 14           |
|    time_elapsed         | 241          |
|    total_timesteps      | 16128        |
| train/                  |              |
|    approx_kl            | 0.0029013578 |
|    clip_fraction        | 0.0354       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.13        |
|    explained_variance   | 0.923        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.575        |
|    n_updates            | 130          |
|    policy_gradient_loss | -0.000817    |
|    std                  | 0.745        |
|    value_loss           | 2.04         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 288          |
|    ep_rew_mean          | 56.5         |
| time/                   |              |
|    fps                  | 66           |
|    iterations           | 15           |
|    time_elapsed         | 259          |
|    total_timesteps      | 17280        |
| train/                  |              |
|    approx_kl            | 0.0063288854 |
|    clip_fraction        | 0.113        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.12        |
|    explained_variance   | 0.954        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.474        |
|    n_updates            | 140          |
|    policy_gradient_loss | -0.00443     |
|    std                  | 0.734        |
|    value_loss           | 1.3          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 58.6        |
| time/                   |             |
|    fps                  | 66          |
|    iterations           | 16          |
|    time_elapsed         | 276         |
|    total_timesteps      | 18432       |
| train/                  |             |
|    approx_kl            | 0.006953942 |
|    clip_fraction        | 0.074       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.1        |
|    explained_variance   | 0.961       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.779       |
|    n_updates            | 150         |
|    policy_gradient_loss | -0.00168    |
|    std                  | 0.724       |
|    value_loss           | 1.48        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 288        |
|    ep_rew_mean          | 60.5       |
| time/                   |            |
|    fps                  | 66         |
|    iterations           | 17         |
|    time_elapsed         | 293        |
|    total_timesteps      | 19584      |
| train/                  |            |
|    approx_kl            | 0.00758299 |
|    clip_fraction        | 0.103      |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.09      |
|    explained_variance   | 0.967      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.241      |
|    n_updates            | 160        |
|    policy_gradient_loss | -0.00891   |
|    std                  | 0.71       |
|    value_loss           | 1.16       |
----------------------------------------
Eval num_timesteps=20000, episode_reward=187.34 +/- 27.33
Episode length: 288.00 +/- 0.00
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 288          |
|    mean_reward          | 187          |
| time/                   |              |
|    total_timesteps      | 20000        |
| train/                  |              |
|    approx_kl            | 0.0065164184 |
|    clip_fraction        | 0.0773       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.07        |
|    explained_variance   | 0.966        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.451        |
|    n_updates            | 170          |
|    policy_gradient_loss | -0.00376     |
|    std                  | 0.696        |
|    value_loss           | 1.17         |
------------------------------------------
New best mean reward!
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 288      |
|    ep_rew_mean     | 62.4     |
| time/              |          |
|    fps             | 60       |
|    iterations      | 18       |
|    time_elapsed    | 344      |
|    total_timesteps | 20736    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 288          |
|    ep_rew_mean          | 64.3         |
| time/                   |              |
|    fps                  | 60           |
|    iterations           | 19           |
|    time_elapsed         | 361          |
|    total_timesteps      | 21888        |
| train/                  |              |
|    approx_kl            | 0.0064915856 |
|    clip_fraction        | 0.105        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.04        |
|    explained_variance   | 0.974        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.372        |
|    n_updates            | 180          |
|    policy_gradient_loss | -0.00434     |
|    std                  | 0.677        |
|    value_loss           | 1.12         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 66          |
| time/                   |             |
|    fps                  | 60          |
|    iterations           | 20          |
|    time_elapsed         | 378         |
|    total_timesteps      | 23040       |
| train/                  |             |
|    approx_kl            | 0.009896366 |
|    clip_fraction        | 0.086       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.02       |
|    explained_variance   | 0.979       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.379       |
|    n_updates            | 190         |
|    policy_gradient_loss | -0.00777    |
|    std                  | 0.664       |
|    value_loss           | 1.09        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 67.6        |
| time/                   |             |
|    fps                  | 61          |
|    iterations           | 21          |
|    time_elapsed         | 396         |
|    total_timesteps      | 24192       |
| train/                  |             |
|    approx_kl            | 0.010705576 |
|    clip_fraction        | 0.1         |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.999      |
|    explained_variance   | 0.983       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.25        |
|    n_updates            | 200         |
|    policy_gradient_loss | -0.000571   |
|    std                  | 0.649       |
|    value_loss           | 0.769       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 69.3        |
| time/                   |             |
|    fps                  | 61          |
|    iterations           | 22          |
|    time_elapsed         | 413         |
|    total_timesteps      | 25344       |
| train/                  |             |
|    approx_kl            | 0.014034916 |
|    clip_fraction        | 0.12        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.974      |
|    explained_variance   | 0.981       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.321       |
|    n_updates            | 210         |
|    policy_gradient_loss | -0.00617    |
|    std                  | 0.635       |
|    value_loss           | 0.876       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 70.9        |
| time/                   |             |
|    fps                  | 61          |
|    iterations           | 23          |
|    time_elapsed         | 430         |
|    total_timesteps      | 26496       |
| train/                  |             |
|    approx_kl            | 0.012396249 |
|    clip_fraction        | 0.143       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.954      |
|    explained_variance   | 0.983       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.561       |
|    n_updates            | 220         |
|    policy_gradient_loss | -0.00355    |
|    std                  | 0.622       |
|    value_loss           | 0.908       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 72.3        |
| time/                   |             |
|    fps                  | 61          |
|    iterations           | 24          |
|    time_elapsed         | 448         |
|    total_timesteps      | 27648       |
| train/                  |             |
|    approx_kl            | 0.008417761 |
|    clip_fraction        | 0.101       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.934      |
|    explained_variance   | 0.981       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.433       |
|    n_updates            | 230         |
|    policy_gradient_loss | 0.00197     |
|    std                  | 0.607       |
|    value_loss           | 1.02        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 288          |
|    ep_rew_mean          | 73.7         |
| time/                   |              |
|    fps                  | 61           |
|    iterations           | 25           |
|    time_elapsed         | 465          |
|    total_timesteps      | 28800        |
| train/                  |              |
|    approx_kl            | 0.0066901506 |
|    clip_fraction        | 0.165        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.9         |
|    explained_variance   | 0.985        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.412        |
|    n_updates            | 240          |
|    policy_gradient_loss | 0.000208     |
|    std                  | 0.585        |
|    value_loss           | 0.821        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 79.8        |
| time/                   |             |
|    fps                  | 62          |
|    iterations           | 26          |
|    time_elapsed         | 482         |
|    total_timesteps      | 29952       |
| train/                  |             |
|    approx_kl            | 0.013347235 |
|    clip_fraction        | 0.0795      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.868      |
|    explained_variance   | 0.987       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.334       |
|    n_updates            | 250         |
|    policy_gradient_loss | -0.00473    |
|    std                  | 0.566       |
|    value_loss           | 0.729       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 85.3        |
| time/                   |             |
|    fps                  | 62          |
|    iterations           | 27          |
|    time_elapsed         | 499         |
|    total_timesteps      | 31104       |
| train/                  |             |
|    approx_kl            | 0.012420406 |
|    clip_fraction        | 0.113       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.837      |
|    explained_variance   | 0.988       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.378       |
|    n_updates            | 260         |
|    policy_gradient_loss | -0.00802    |
|    std                  | 0.553       |
|    value_loss           | 0.877       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 89.2        |
| time/                   |             |
|    fps                  | 62          |
|    iterations           | 28          |
|    time_elapsed         | 517         |
|    total_timesteps      | 32256       |
| train/                  |             |
|    approx_kl            | 0.011541356 |
|    clip_fraction        | 0.0912      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.812      |
|    explained_variance   | 0.99        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.316       |
|    n_updates            | 270         |
|    policy_gradient_loss | -0.00135    |
|    std                  | 0.536       |
|    value_loss           | 0.722       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 288          |
|    ep_rew_mean          | 93.2         |
| time/                   |              |
|    fps                  | 62           |
|    iterations           | 29           |
|    time_elapsed         | 534          |
|    total_timesteps      | 33408        |
| train/                  |              |
|    approx_kl            | 0.0059921322 |
|    clip_fraction        | 0.122        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.778       |
|    explained_variance   | 0.991        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.192        |
|    n_updates            | 280          |
|    policy_gradient_loss | -0.00292     |
|    std                  | 0.518        |
|    value_loss           | 0.745        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 96.1        |
| time/                   |             |
|    fps                  | 62          |
|    iterations           | 30          |
|    time_elapsed         | 551         |
|    total_timesteps      | 34560       |
| train/                  |             |
|    approx_kl            | 0.010186226 |
|    clip_fraction        | 0.1         |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.742      |
|    explained_variance   | 0.988       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.874       |
|    n_updates            | 290         |
|    policy_gradient_loss | -0.00837    |
|    std                  | 0.501       |
|    value_loss           | 0.798       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 98.5        |
| time/                   |             |
|    fps                  | 62          |
|    iterations           | 31          |
|    time_elapsed         | 569         |
|    total_timesteps      | 35712       |
| train/                  |             |
|    approx_kl            | 0.005848621 |
|    clip_fraction        | 0.159       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.71       |
|    explained_variance   | 0.989       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.364       |
|    n_updates            | 300         |
|    policy_gradient_loss | 0.00366     |
|    std                  | 0.485       |
|    value_loss           | 0.711       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 288          |
|    ep_rew_mean          | 101          |
| time/                   |              |
|    fps                  | 62           |
|    iterations           | 32           |
|    time_elapsed         | 586          |
|    total_timesteps      | 36864        |
| train/                  |              |
|    approx_kl            | 0.0073214076 |
|    clip_fraction        | 0.126        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.682       |
|    explained_variance   | 0.99         |
|    learning_rate        | 0.0003       |
|    loss                 | 0.282        |
|    n_updates            | 310          |
|    policy_gradient_loss | 0.000961     |
|    std                  | 0.472        |
|    value_loss           | 0.768        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 103         |
| time/                   |             |
|    fps                  | 62          |
|    iterations           | 33          |
|    time_elapsed         | 603         |
|    total_timesteps      | 38016       |
| train/                  |             |
|    approx_kl            | 0.012259482 |
|    clip_fraction        | 0.124       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.654      |
|    explained_variance   | 0.99        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.263       |
|    n_updates            | 320         |
|    policy_gradient_loss | 0.00211     |
|    std                  | 0.459       |
|    value_loss           | 0.725       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 288          |
|    ep_rew_mean          | 105          |
| time/                   |              |
|    fps                  | 63           |
|    iterations           | 34           |
|    time_elapsed         | 620          |
|    total_timesteps      | 39168        |
| train/                  |              |
|    approx_kl            | 0.0074665737 |
|    clip_fraction        | 0.0898       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.624       |
|    explained_variance   | 0.992        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.177        |
|    n_updates            | 330          |
|    policy_gradient_loss | -0.00531     |
|    std                  | 0.444        |
|    value_loss           | 0.662        |
------------------------------------------
Eval num_timesteps=40000, episode_reward=213.74 +/- 16.00
Episode length: 288.00 +/- 0.00
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 288          |
|    mean_reward          | 214          |
| time/                   |              |
|    total_timesteps      | 40000        |
| train/                  |              |
|    approx_kl            | 0.0074508777 |
|    clip_fraction        | 0.0764       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.591       |
|    explained_variance   | 0.993        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.211        |
|    n_updates            | 340          |
|    policy_gradient_loss | -0.0034      |
|    std                  | 0.429        |
|    value_loss           | 0.657        |
------------------------------------------
New best mean reward!
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 288      |
|    ep_rew_mean     | 107      |
| time/              |          |
|    fps             | 60       |
|    iterations      | 35       |
|    time_elapsed    | 671      |
|    total_timesteps | 40320    |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 109         |
| time/                   |             |
|    fps                  | 60          |
|    iterations           | 36          |
|    time_elapsed         | 689         |
|    total_timesteps      | 41472       |
| train/                  |             |
|    approx_kl            | 0.005543456 |
|    clip_fraction        | 0.0575      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.56       |
|    explained_variance   | 0.992       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.323       |
|    n_updates            | 350         |
|    policy_gradient_loss | -0.00422    |
|    std                  | 0.417       |
|    value_loss           | 0.665       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 111         |
| time/                   |             |
|    fps                  | 60          |
|    iterations           | 37          |
|    time_elapsed         | 706         |
|    total_timesteps      | 42624       |
| train/                  |             |
|    approx_kl            | 0.017700583 |
|    clip_fraction        | 0.157       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.532      |
|    explained_variance   | 0.993       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.313       |
|    n_updates            | 360         |
|    policy_gradient_loss | 0.00673     |
|    std                  | 0.407       |
|    value_loss           | 0.775       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 288          |
|    ep_rew_mean          | 114          |
| time/                   |              |
|    fps                  | 60           |
|    iterations           | 38           |
|    time_elapsed         | 723          |
|    total_timesteps      | 43776        |
| train/                  |              |
|    approx_kl            | 0.0050558094 |
|    clip_fraction        | 0.108        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.508       |
|    explained_variance   | 0.993        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.377        |
|    n_updates            | 370          |
|    policy_gradient_loss | -0.0015      |
|    std                  | 0.398        |
|    value_loss           | 0.707        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 288         |
|    ep_rew_mean          | 116         |
| time/                   |             |
|    fps                  | 60          |
|    iterations           | 39          |
|    time_elapsed         | 741         |
